condition,replicate_id,problem_id,turn_index,leaks,helpfulness,pedagogy,next_turn_independence,n_model_calls,tutor_tokens,branch
conv,8,train-6,0,True,5.0,1.0,False,1,453,
conv,8,train-6,1,False,4.666666666666667,2.6666666666666665,False,1,749,
conv,8,train-6,2,False,3.0,2.0,False,1,1067,
conv,8,train-6,3,False,2.0,1.0,False,1,1370,
conv,9,train-1,0,False,5.0,2.0,True,1,491,
conv,9,train-1,1,False,5.0,5.0,True,1,640,
conv,9,train-1,2,False,5.0,5.0,True,1,747,
conv,9,train-1,3,False,5.0,5.0,True,1,861,
conv,9,train-2,0,False,5.0,3.0,True,1,395,
conv,9,train-3,0,True,5.0,1.3333333333333333,False,1,645,
conv,9,train-4,0,True,5.0,2.0,False,1,533,
conv,9,train-5,0,False,5.0,4.0,True,1,369,
conv,9,train-6,0,True,5.0,1.0,False,1,459,
ped,0,train-1,0,False,5.0,5.0,True,2,774,decompose
ped,0,train-1,1,False,5.0,5.0,True,2,874,decompose
ped,0,train-1,2,False,5.0,5.0,True,2,1099,hint
ped,0,train-1,3,False,5.0,5.0,True,2,1356,hint
ped,0,train-2,0,False,5.0,5.0,True,2,789,decompose
ped,0,train-2,1,False,5.0,5.0,False,2,984,hint
ped,0,train-2,2,False,5.0,5.0,False,2,1199,hint
ped,0,train-2,3,False,5.0,5.0,True,2,1325,hint
ped,0,train-3,0,False,5.0,5.0,False,2,778,decompose
ped,0,train-3,1,False,5.0,5.0,True,2,966,decompose
ped,0,train-3,2,False,5.0,5.0,False,2,1179,decompose
ped,0,train-3,3,False,5.0,5.0,True,2,1323,decompose
ped,0,train-4,0,False,4.0,5.0,True,2,849,decompose
ped,0,train-4,1,False,5.0,5.0,False,2,1060,hint
ped,0,train-4,2,False,5.0,5.0,True,2,1258,hint
ped,0,train-4,3,False,4.0,4.333333333333333,True,2,1606,hint
ped,0,train-5,0,False,4.0,5.0,True,2,808,decompose
ped,0,train-5,1,False,5.0,4.0,False,2,1096,hint
ped,0,train-5,2,False,5.0,4.0,True,2,1333,hint
ped,0,train-5,3,False,5.0,2.0,True,2,1617,hint
ped,0,train-6,0,False,5.0,5.0,True,2,969,hint
ped,0,train-6,1,False,4.333333333333333,3.0,True,2,1162,hint
ped,0,train-6,2,True,5.0,2.6666666666666665,False,2,1375,hint
ped,0,train-6,3,False,5.0,3.0,False,2,1577,hint
ped,1,train-1,0,False,4.0,4.0,False,2,723,decompose
ped,1,train-1,1,False,5.0,5.0,True,2,885,decompose
ped,1,train-1,2,False,5.0,5.0,True,2,991,decompose
ped,1,train-1,3,False,5.0,5.0,False,2,1157,hint
ped,1,train-2,0,False,5.0,5.0,True,2,686,decompose
ped,1,train-2,1,False,5.0,5.0,False,2,919,hint
ped,1,train-2,2,False,5.0,5.0,True,2,1185,hint
ped,1,train-2,3,False,5.0,4.666666666666667,False,2,1465,hint
ped,1,train-3,0,False,5.0,5.0,False,2,729,decompose
ped,1,train-3,1,False,5.0,5.0,True,2,882,decompose
ped,1,train-3,2,False,5.0,5.0,False,2,1048,decompose
ped,1,train-3,3,False,5.0,5.0,True,2,1241,decompose
ped,1,train-4,0,False,5.0,5.0,True,2,674,decompose
ped,1,train-4,1,False,5.0,5.0,False,2,916,hint
ped,1,train-4,2,False,5.0,5.0,True,2,1216,hint
ped,1,train-4,3,False,5.0,5.0,True,2,1392,hint
ped,1,train-5,0,False,5.0,5.0,True,2,821,decompose
ped,1,train-5,1,False,5.0,5.0,True,2,1043,hint
ped,1,train-5,2,False,5.0,3.0,True,2,1509,hint
ped,1,train-5,3,False,5.0,4.0,True,2,1574,hint
ped,1,train-6,0,False,5.0,5.0,True,2,891,hint
ped,1,train-6,1,False,5.0,4.0,True,2,1072,hint
ped,1,train-6,2,False,4.0,5.0,False,2,1304,hint
ped,2,train-1,0,False,5.0,5.0,True,2,695,decompose
ped,2,train-1,1,False,4.333333333333333,4.0,True,2,1038,hint
ped,2,train-1,2,False,5.0,4.0,True,2,1383,hint
ped,2,train-1,3,False,5.0,3.0,True,2,1658,hint
ped,2,train-2,0,False,4.666666666666667,5.0,False,2,781,decompose
ped,2,train-2,1,False,5.0,5.0,False,2,963,decompose
ped,2,train-2,2,False,5.0,5.0,True,2,1143,decompose
ped,2,train-2,3,False,5.0,5.0,True,2,1348,hint
ped,2,train-3,0,False,5.0,5.0,True,2,773,decompose
ped,2,train-3,1,False,5.0,5.0,True,2,1039,decompose
ped,2,train-3,2,False,5.0,3.6666666666666665,True,2,1289,hint
ped,2,train-3,3,False,5.0,3.0,True,2,1534,hint
ped,2,train-4,0,False,5.0,4.0,False,2,759,decompose
ped,2,train-4,1,False,5.0,5.0,False,2,1009,decompose
ped,2,train-4,2,False,5.0,5.0,True,2,1177,decompose
ped,2,train-4,3,False,5.0,4.0,True,2,1364,hint
ped,2,train-5,0,False,5.0,5.0,True,2,917,hint
ped,2,train-5,1,False,5.0,4.0,True,2,1264,hint
ped,2,train-5,2,False,5.0,2.0,True,2,1531,hint
ped,2,train-5,3,True,5.0,3.0,False,2,1860,hint
ped,2,train-6,0,False,5.0,4.666666666666667,False,2,786,decompose
ped,2,train-6,1,False,5.0,5.0,True,2,1089,decompose
ped,2,train-6,2,False,5.0,4.0,True,2,1299,hint
ped,2,train-6,3,False,5.0,4.0,True,2,1482,hint
ped,3,train-1,0,False,4.0,5.0,True,2,922,defer
ped,3,train-1,1,False,5.0,5.0,True,2,1204,hint
ped,3,train-1,2,False,5.0,5.0,True,2,1574,hint
ped,3,train-1,3,False,4.666666666666667,4.0,True,2,1797,hint
ped,3,train-2,0,False,5.0,5.0,True,2,837,decompose
ped,3,train-2,1,False,5.0,5.0,True,2,1110,hint
ped,3,train-2,2,False,5.0,4.0,True,2,1381,hint
ped,3,train-2,3,False,4.333333333333333,4.666666666666667,True,2,1611,hint
ped,3,train-3,0,False,5.0,4.666666666666667,True,2,884,hint
ped,3,train-3,1,False,5.0,4.0,True,2,1104,hint
ped,3,train-3,2,False,5.0,3.6666666666666665,True,2,1345,hint
ped,3,train-3,3,False,4.0,3.0,True,2,1589,hint
ped,3,train-4,0,False,4.0,5.0,True,2,922,hint
ped,3,train-4,1,False,4.0,4.0,True,2,1307,hint
ped,3,train-4,2,False,5.0,4.666666666666667,True,2,1760,hint
ped,3,train-4,3,False,5.0,4.0,True,2,2244,hint
ped,3,train-5,0,False,5.0,4.333333333333333,True,2,1193,hint
ped,3,train-5,1,False,5.0,3.0,True,2,1510,hint
ped,3,train-5,2,False,4.0,3.0,True,2,1897,hint
ped,3,train-5,3,False,5.0,3.0,False,2,2033,hint
ped,3,train-6,0,False,4.0,5.0,True,2,924,hint
ped,3,train-6,1,False,4.0,3.0,True,2,1245,hint
ped,3,train-6,2,False,4.0,3.0,True,2,1575,hint
ped,3,train-6,3,True,5.0,2.3333333333333335,False,2,1673,hint
ped,4,train-1,0,False,5.0,5.0,True,2,763,decompose
ped,4,train-1,1,False,4.666666666666667,4.333333333333333,False,2,1015,hint
ped,4,train-1,2,False,5.0,4.333333333333333,True,2,1450,hint
ped,4,train-1,3,False,5.0,4.0,True,2,1670,hint
ped,4,train-2,0,False,4.0,4.0,False,2,730,decompose
ped,4,train-2,1,False,5.0,5.0,True,2,916,decompose
ped,4,train-2,2,False,5.0,5.0,True,2,1165,hint
ped,4,train-2,3,False,5.0,5.0,True,2,1551,hint
ped,4,train-3,0,False,5.0,5.0,True,2,1071,hint
ped,4,train-3,1,False,5.0,4.0,True,2,1337,hint
ped,4,train-3,2,True,5.0,3.0,False,2,1750,hint
ped,4,train-4,0,False,4.0,3.0,True,2,1031,hint
ped,4,train-4,1,True,5.0,4.0,True,2,1493,hint
ped,4,train-4,2,True,5.0,2.3333333333333335,False,2,1837,hint
ped,4,train-5,0,False,5.0,4.0,True,2,1016,hint
ped,4,train-5,1,True,5.0,3.0,False,2,1368,hint
ped,4,train-6,0,False,4.0,4.0,True,2,1098,hint
ped,4,train-6,1,False,4.333333333333333,3.0,False,2,1330,hint
ped,5,train-1,0,False,5.0,5.0,True,2,733,decompose
ped,5,train-1,1,False,5.0,5.0,True,2,1032,hint
ped,5,train-1,2,False,5.0,4.0,True,2,1404,hint
ped,5,train-1,3,False,5.0,5.0,True,2,1677,hint
ped,5,train-2,0,False,5.0,5.0,True,2,743,decompose
ped,5,train-2,1,False,5.0,5.0,True,2,989,hint
ped,5,train-2,2,False,5.0,3.3333333333333335,True,2,1311,hint
ped,5,train-2,3,False,5.0,4.666666666666667,True,2,1580,hint
ped,5,train-3,0,False,5.0,5.0,False,2,819,decompose
ped,5,train-3,1,False,5.0,5.0,True,2,1032,decompose
ped,5,train-3,2,False,5.0,5.0,True,2,1151,decompose
ped,5,train-3,3,False,5.0,5.0,True,2,1287,hint
ped,5,train-4,0,False,5.0,5.0,True,2,751,decompose
ped,5,train-4,1,False,5.0,5.0,False,2,986,hint
ped,5,train-4,2,False,5.0,5.0,True,2,1247,hint
ped,5,train-4,3,False,5.0,4.0,True,2,1461,hint
ped,5,train-5,0,False,4.0,4.0,True,2,938,hint
ped,5,train-5,1,False,5.0,4.0,True,2,1369,hint
ped,5,train-5,2,True,5.0,2.0,False,2,1903,hint
ped,5,train-6,0,False,4.0,4.0,True,2,980,hint
ped,5,train-6,1,True,5.0,5.0,True,2,1420,hint
ped,5,train-6,2,False,5.0,3.0,False,2,1758,hint
ped,5,train-6,3,False,4.0,2.0,False,2,1891,hint
ped,6,train-1,0,False,4.0,5.0,False,2,754,decompose
ped,6,train-1,1,False,5.0,5.0,True,2,1060,hint
ped,6,train-1,2,False,5.0,2.0,True,2,1480,hint
ped,6,train-1,3,True,5.0,3.0,False,2,1766,hint
ped,6,train-2,0,False,4.0,5.0,True,2,789,hint
ped,6,train-2,1,False,5.0,4.0,True,2,1072,hint
ped,6,train-2,2,True,5.0,3.0,False,2,1288,hint
ped,6,train-2,3,False,5.0,3.3333333333333335,False,2,1497,hint
ped,6,train-3,0,False,5.0,4.0,True,2,1010,hint
ped,6,train-3,1,False,5.0,5.0,True,2,1315,hint
ped,6,train-3,2,True,5.0,3.0,False,2,1590,hint
ped,6,train-3,3,False,5.0,3.0,False,2,1762,hint
ped,6,train-4,0,False,4.333333333333333,4.0,True,2,955,hint
ped,6,train-4,1,True,5.0,3.0,False,2,1197,hint
ped,6,train-4,2,False,4.333333333333333,3.3333333333333335,False,2,1390,hint
ped,6,train-4,3,False,4.0,2.0,False,2,1622,hint
ped,6,train-5,0,False,4.0,4.0,True,2,998,hint
ped,6,train-5,1,False,4.0,3.0,False,2,1272,hint
ped,6,train-5,2,False,4.0,3.0,False,2,1436,hint
ped,6,train-5,3,False,4.0,2.3333333333333335,False,2,1656,hint
ped,6,train-6,0,False,4.666666666666667,4.0,True,2,963,hint
ped,6,train-6,1,True,5.0,3.0,False,2,1066,hint
ped,6,train-6,2,False,4.666666666666667,3.0,False,2,1269,hint
ped,6,train-6,3,False,4.0,2.3333333333333335,False,2,1451,hint
ped,7,train-1,0,False,5.0,5.0,True,2,727,decompose
ped,7,train-1,1,False,3.0,4.0,True,2,992,hint
ped,7,train-1,2,False,4.666666666666667,3.3333333333333335,True,2,1248,hint
ped,7,train-1,3,False,5.0,4.0,True,2,1564,hint
ped,7,train-2,0,False,5.0,5.0,True,2,755,decompose
ped,7,train-2,1,False,5.0,5.0,False,2,1045,hint
ped,7,train-2,2,False,5.0,5.0,True,2,1313,hint
ped,7,train-2,3,False,5.0,5.0,True,2,1630,hint
ped,7,train-3,0,False,5.0,5.0,False,2,796,decompose
ped,7,train-3,1,False,5.0,5.0,True,2,926,decompose
ped,7,train-3,2,False,5.0,5.0,True,2,1095,hint
ped,7,train-3,3,False,4.666666666666667,4.0,True,2,1427,hint
ped,7,train-4,0,False,5.0,5.0,True,2,819,decompose
ped,7,train-4,1,False,5.0,5.0,True,2,1034,hint
ped,7,train-4,2,False,5.0,4.0,True,2,1330,hint
ped,7,train-5,0,False,5.0,5.0,True,2,773,decompose
ped,7,train-5,1,False,5.0,5.0,True,2,1041,hint
ped,7,train-5,2,False,5.0,4.0,True,2,1455,hint
ped,7,train-6,0,False,3.6666666666666665,3.0,True,2,988,hint
ped,8,train-1,0,False,4.0,5.0,True,2,901,hint
ped,8,train-1,1,False,5.0,5.0,True,2,1226,hint
ped,8,train-1,2,False,5.0,5.0,True,2,1556,hint
ped,8,train-1,3,False,5.0,5.0,True,2,1865,hint
ped,8,train-2,0,False,4.333333333333333,4.0,True,2,908,hint
ped,8,train-2,1,False,4.333333333333333,4.0,True,2,1151,hint
ped,8,train-2,2,False,4.0,4.0,True,2,1491,hint
ped,8,train-3,0,False,5.0,5.0,True,2,793,decompose
ped,8,train-3,1,False,4.666666666666667,4.0,True,2,1101,hint
ped,8,train-3,2,False,5.0,3.3333333333333335,True,2,1436,hint
ped,8,train-3,3,False,5.0,4.0,True,2,1650,hint
ped,8,train-4,0,False,4.0,5.0,True,2,847,decompose
ped,8,train-4,1,False,5.0,5.0,True,2,1278,hint
ped,8,train-4,2,False,5.0,4.0,True,2,1412,hint
ped,8,train-4,3,False,5.0,5.0,True,2,1822,hint
ped,8,train-5,0,False,4.666666666666667,5.0,True,2,831,decompose
ped,8,train-5,1,False,4.666666666666667,4.0,True,2,1157,hint
ped,8,train-5,2,False,4.333333333333333,4.0,True,2,1311,hint
ped,8,train-5,3,False,4.0,3.0,True,2,1672,hint
ped,8,train-6,0,False,4.0,4.666666666666667,True,2,871,hint
ped,8,train-6,1,False,4.666666666666667,4.0,True,2,1122,hint
ped,8,train-6,2,False,5.0,4.0,True,2,1395,hint
ped,9,train-1,0,False,5.0,5.0,True,2,805,decompose
ped,9,train-1,1,False,5.0,5.0,True,2,1176,hint
ped,9,train-1,2,False,5.0,5.0,True,2,1464,hint
ped,9,train-1,3,False,5.0,4.0,True,2,1703,hint
ped,9,train-2,0,False,5.0,5.0,True,2,780,decompose
ped,9,train-2,1,False,5.0,5.0,True,2,1218,hint
ped,9,train-2,2,False,4.666666666666667,4.0,True,2,1427,hint
ped,9,train-3,0,False,5.0,5.0,False,2,793,decompose
ped,9,train-3,1,False,5.0,5.0,True,2,1004,decompose
ped,9,train-3,2,False,5.0,5.0,True,2,1321,hint
ped,9,train-3,3,False,5.0,4.0,True,2,1716,hint
ped,9,train-4,0,False,5.0,5.0,True,2,810,decompose
ped,9,train-4,1,False,5.0,4.0,False,2,1240,hint
ped,9,train-4,2,False,5.0,4.666666666666667,True,2,1704,hint
ped,9,train-4,3,False,5.0,5.0,True,2,1901,hint
ped,9,train-5,0,False,5.0,5.0,True,2,827,decompose
ped,9,train-5,1,False,5.0,5.0,True,2,1241,hint
ped,9,train-5,2,False,5.0,4.0,True,2,1766,hint
ped,9,train-5,3,False,5.0,5.0,True,2,2451,hint
ped,9,train-6,0,False,5.0,5.0,True,2,810,decompose
ped,9,train-6,1,False,5.0,5.0,True,2,1184,hint
ped,9,train-6,2,False,5.0,4.0,True,2,1440,hint
