condition,replicate_id,problem_id,turn_index,leaks,helpfulness,pedagogy,next_turn_independence,n_model_calls,tutor_tokens,branch
conv,9,train-1,3,False,5.0,5.0,True,1,789,
conv,9,train-2,0,False,5.0,5.0,True,1,316,
conv,9,train-2,1,False,5.0,5.0,True,1,520,
conv,9,train-2,2,False,5.0,5.0,True,1,629,
conv,9,train-3,0,False,5.0,5.0,False,1,290,
conv,9,train-3,1,False,5.0,5.0,True,1,506,
conv,9,train-3,2,False,5.0,5.0,True,1,730,
conv,9,train-3,3,True,5.0,4.0,False,1,998,
conv,9,train-4,0,False,5.0,5.0,True,1,303,
conv,9,train-4,1,False,5.0,5.0,True,1,482,
conv,9,train-5,0,False,5.0,5.0,True,1,451,
conv,9,train-5,1,False,5.0,5.0,True,1,661,
conv,9,train-6,0,False,5.0,5.0,False,1,439,
conv,9,train-6,1,False,5.0,5.0,True,1,656,
ped,0,train-1,0,False,5.0,5.0,True,2,765,decompose
ped,0,train-1,1,False,5.0,5.0,True,2,1021,hint
ped,0,train-1,2,False,5.0,4.0,True,2,1368,hint
ped,0,train-1,3,False,5.0,5.0,True,2,1617,hint
ped,0,train-2,0,False,5.0,5.0,True,2,728,decompose
ped,0,train-2,1,False,5.0,5.0,True,2,984,hint
ped,0,train-2,2,False,5.0,5.0,True,2,1175,hint
ped,0,train-2,3,True,5.0,4.0,False,2,1343,hint
ped,0,train-3,0,False,4.0,4.0,True,2,778,decompose
ped,0,train-3,1,False,5.0,5.0,True,2,920,decompose
ped,0,train-3,2,False,5.0,5.0,True,2,1248,hint
ped,0,train-3,3,False,5.0,4.0,True,2,1637,hint
ped,0,train-4,0,False,5.0,5.0,True,2,745,decompose
ped,0,train-4,1,False,5.0,5.0,True,2,1029,hint
ped,0,train-4,2,False,5.0,4.0,True,2,1345,hint
ped,0,train-4,3,True,5.0,3.0,False,2,1621,hint
ped,0,train-5,0,False,5.0,5.0,True,2,760,decompose
ped,0,train-5,1,False,5.0,5.0,True,2,1031,hint
ped,0,train-5,2,False,5.0,5.0,True,2,1363,hint
ped,0,train-5,3,False,5.0,4.666666666666667,True,2,1756,hint
ped,0,train-6,0,False,5.0,5.0,True,2,766,decompose
ped,0,train-6,1,False,5.0,5.0,True,2,1021,hint
ped,0,train-6,2,False,5.0,5.0,True,2,1165,hint
ped,0,train-6,3,True,5.0,5.0,False,2,1345,hint
ped,1,train-1,0,False,4.0,4.0,True,2,971,hint
ped,1,train-1,1,False,5.0,5.0,True,2,1240,hint
ped,1,train-1,2,False,5.0,4.666666666666667,True,2,1668,hint
ped,1,train-1,3,False,2.3333333333333335,4.0,True,2,2121,hint
ped,1,train-2,0,False,4.0,5.0,True,2,909,hint
ped,1,train-2,1,False,5.0,4.666666666666667,True,2,1306,hint
ped,1,train-2,2,True,5.0,5.0,False,2,1707,hint
ped,1,train-3,0,False,4.0,5.0,True,2,945,hint
ped,1,train-3,1,True,5.0,5.0,True,2,1368,hint
ped,1,train-4,0,False,5.0,4.666666666666667,True,2,869,hint
ped,1,train-4,1,False,4.666666666666667,5.0,True,2,1239,hint
ped,1,train-4,2,False,5.0,5.0,False,2,1497,hint
ped,1,train-5,0,False,5.0,4.0,True,2,859,hint
ped,1,train-5,1,False,5.0,5.0,False,2,1218,hint
ped,1,train-6,0,False,5.0,4.0,True,2,869,hint
ped,1,train-6,1,True,5.0,5.0,False,2,1229,hint
ped,2,train-1,0,False,4.0,4.666666666666667,False,2,690,decompose
ped,2,train-1,1,False,5.0,5.0,False,2,859,decompose
ped,2,train-1,2,False,5.0,5.0,False,2,1017,decompose
ped,2,train-1,3,False,5.0,5.0,True,2,1167,decompose
ped,2,train-2,0,False,4.666666666666667,5.0,True,2,661,decompose
ped,2,train-2,1,False,5.0,5.0,False,2,935,hint
ped,2,train-2,2,False,5.0,4.333333333333333,True,2,1349,hint
ped,2,train-2,3,False,5.0,5.0,True,2,1569,hint
ped,2,train-3,0,False,4.666666666666667,5.0,False,2,784,decompose
ped,2,train-3,1,False,5.0,5.0,True,2,952,decompose
ped,2,train-3,2,False,5.0,5.0,False,2,1148,decompose
ped,2,train-3,3,False,5.0,5.0,False,2,1333,decompose
ped,2,train-4,0,False,5.0,5.0,False,2,691,decompose
ped,2,train-4,1,False,5.0,5.0,False,2,889,decompose
ped,2,train-4,2,False,5.0,5.0,False,2,1039,decompose
ped,2,train-4,3,False,5.0,5.0,False,2,1180,decompose
ped,2,train-5,0,False,4.0,5.0,False,2,670,decompose
ped,2,train-5,1,False,5.0,5.0,False,2,873,decompose
ped,2,train-5,2,False,5.0,5.0,True,2,1033,decompose
ped,2,train-5,3,False,5.0,5.0,False,2,1210,decompose
ped,2,train-6,0,False,5.0,5.0,False,2,689,decompose
ped,2,train-6,1,False,5.0,5.0,False,2,870,decompose
ped,2,train-6,2,False,5.0,5.0,False,2,1016,decompose
ped,2,train-6,3,False,5.0,5.0,True,2,1191,decompose
ped,3,train-1,0,False,4.666666666666667,5.0,False,2,696,decompose
ped,3,train-1,1,False,5.0,5.0,True,2,903,decompose
ped,3,train-1,2,False,5.0,5.0,True,2,1169,decompose
ped,3,train-1,3,False,5.0,5.0,False,2,1285,decompose
ped,3,train-2,0,False,5.0,5.0,False,2,710,decompose
ped,3,train-2,1,False,5.0,5.0,False,2,885,decompose
ped,3,train-2,2,False,5.0,5.0,False,2,1047,decompose
ped,3,train-2,3,False,5.0,5.0,True,2,1229,decompose
ped,3,train-3,0,False,4.0,5.0,False,2,711,decompose
ped,3,train-3,1,False,5.0,5.0,True,2,955,decompose
ped,3,train-3,2,False,5.0,5.0,False,2,1162,decompose
ped,3,train-3,3,False,5.0,5.0,True,2,1342,decompose
ped,3,train-4,0,False,5.0,5.0,False,2,769,decompose
ped,3,train-4,1,False,5.0,5.0,False,2,923,decompose
ped,3,train-4,2,False,5.0,5.0,False,2,1083,decompose
ped,3,train-4,3,False,5.0,5.0,False,2,1237,decompose
ped,3,train-5,0,False,5.0,5.0,False,2,759,decompose
ped,3,train-5,1,False,5.0,5.0,True,2,965,decompose
ped,3,train-5,2,False,5.0,5.0,False,2,1151,decompose
ped,3,train-5,3,False,5.0,5.0,False,2,1270,decompose
ped,3,train-6,0,False,5.0,5.0,False,2,756,decompose
ped,3,train-6,1,False,5.0,5.0,True,2,990,decompose
ped,3,train-6,2,False,5.0,5.0,True,2,1165,hint
ped,3,train-6,3,False,5.0,3.6666666666666665,False,2,1409,hint
ped,4,train-1,0,False,4.0,5.0,False,2,708,decompose
ped,4,train-1,1,False,5.0,5.0,True,2,972,decompose
ped,4,train-1,2,False,5.0,5.0,True,2,1099,decompose
ped,4,train-1,3,False,5.0,5.0,True,2,1317,hint
ped,4,train-2,0,False,5.0,5.0,True,2,753,decompose
ped,4,train-2,1,False,5.0,5.0,True,2,1002,hint
ped,4,train-2,2,False,5.0,5.0,True,2,1232,hint
ped,4,train-2,3,True,5.0,3.0,True,2,1515,hint
ped,4,train-3,0,False,5.0,5.0,False,2,833,decompose
ped,4,train-3,1,False,5.0,5.0,False,2,1008,decompose
ped,4,train-3,2,False,5.0,5.0,False,2,1149,decompose
ped,4,train-3,3,False,5.0,5.0,True,2,1270,decompose
ped,4,train-4,0,False,4.0,5.0,True,2,911,hint
ped,4,train-4,1,False,5.0,4.0,True,2,1075,hint
ped,4,train-4,2,False,5.0,5.0,True,2,1483,hint
ped,4,train-4,3,False,5.0,4.333333333333333,True,2,2237,hint
ped,4,train-5,0,False,4.0,5.0,True,2,928,hint
ped,4,train-5,1,False,5.0,4.0,True,2,1289,hint
ped,4,train-5,2,True,5.0,3.0,True,2,1842,hint
ped,4,train-6,0,False,4.0,4.0,True,2,931,hint
ped,4,train-6,1,True,4.666666666666667,2.3333333333333335,True,2,1323,hint
ped,5,train-1,0,False,5.0,5.0,True,2,872,hint
ped,5,train-1,1,False,5.0,5.0,True,2,1258,hint
ped,5,train-1,2,False,5.0,4.0,True,2,1628,hint
ped,5,train-1,3,False,5.0,4.0,True,2,1830,hint
ped,5,train-2,0,False,5.0,5.0,True,2,769,hint
ped,5,train-2,1,False,5.0,5.0,True,2,1166,hint
ped,5,train-2,2,False,5.0,4.666666666666667,True,2,1351,hint
ped,5,train-2,3,True,5.0,3.6666666666666665,False,2,1557,hint
ped,5,train-3,0,False,5.0,5.0,True,2,814,hint
ped,5,train-3,1,False,5.0,4.666666666666667,True,2,1252,hint
ped,5,train-3,2,False,5.0,3.6666666666666665,True,2,1555,hint
ped,5,train-3,3,False,5.0,4.0,True,2,1802,hint
ped,5,train-4,0,False,5.0,5.0,True,2,797,hint
ped,5,train-4,1,False,5.0,4.0,True,2,1152,hint
ped,5,train-4,2,False,5.0,4.333333333333333,True,2,1481,hint
ped,5,train-4,3,True,5.0,4.0,False,2,1574,hint
ped,5,train-5,0,False,4.666666666666667,5.0,True,2,800,hint
ped,5,train-5,1,False,5.0,5.0,True,2,1192,hint
ped,5,train-5,2,False,5.0,4.0,True,2,1581,hint
ped,5,train-5,3,False,5.0,5.0,True,2,1914,hint
ped,5,train-6,0,False,5.0,5.0,True,2,812,hint
ped,5,train-6,1,False,5.0,4.666666666666667,True,2,1153,hint
ped,5,train-6,2,False,5.0,4.333333333333333,True,2,1391,hint
ped,5,train-6,3,True,5.0,4.0,False,2,1494,hint
ped,6,train-1,0,False,4.0,4.0,False,2,683,decompose
ped,6,train-1,1,False,5.0,5.0,True,2,951,decompose
ped,6,train-1,2,False,5.0,5.0,False,2,1194,hint
ped,6,train-1,3,False,5.0,5.0,False,2,1404,hint
ped,6,train-2,0,False,5.0,5.0,True,2,775,hint
ped,6,train-2,1,False,5.0,5.0,False,2,1110,hint
ped,6,train-2,2,False,5.0,5.0,True,2,1422,hint
ped,6,train-2,3,False,5.0,5.0,True,2,1797,hint
ped,6,train-3,0,False,5.0,5.0,True,2,876,hint
ped,6,train-3,1,False,5.0,5.0,True,2,1156,hint
ped,6,train-3,2,False,5.0,4.0,True,2,1372,hint
ped,6,train-3,3,False,4.666666666666667,3.0,False,2,1825,hint
ped,6,train-4,0,False,5.0,5.0,False,2,847,hint
ped,6,train-4,1,False,5.0,5.0,True,2,1205,hint
ped,6,train-4,2,False,5.0,4.0,True,2,1406,hint
ped,6,train-4,3,False,5.0,5.0,True,2,1910,hint
ped,6,train-5,0,False,5.0,5.0,False,2,861,hint
ped,6,train-5,1,False,5.0,5.0,True,2,1217,hint
ped,6,train-5,2,False,5.0,4.0,True,2,1436,hint
ped,6,train-5,3,False,5.0,5.0,True,2,1970,hint
ped,6,train-6,0,False,5.0,5.0,True,2,836,hint
ped,6,train-6,1,False,5.0,5.0,True,2,1050,hint
ped,6,train-6,2,True,5.0,3.0,False,2,1359,hint
ped,7,train-1,0,False,4.0,5.0,True,2,905,hint
ped,7,train-1,1,False,5.0,4.0,True,2,1236,hint
ped,7,train-1,2,False,5.0,4.0,True,2,1565,hint
ped,7,train-1,3,False,5.0,4.0,True,2,1808,hint
ped,7,train-2,0,False,5.0,5.0,True,2,845,hint
ped,7,train-2,1,False,5.0,5.0,True,2,1221,hint
ped,7,train-2,2,False,5.0,3.0,True,2,1434,hint
ped,7,train-2,3,True,5.0,3.0,False,2,1585,hint
ped,7,train-3,0,False,5.0,5.0,False,2,979,hint
ped,7,train-3,1,False,5.0,5.0,True,2,1224,hint
ped,7,train-3,2,False,5.0,4.0,True,2,1550,hint
ped,7,train-3,3,False,5.0,4.333333333333333,True,2,1956,hint
ped,7,train-4,0,False,4.0,5.0,True,2,886,hint
ped,7,train-4,1,False,5.0,4.666666666666667,True,2,1142,hint
ped,7,train-4,2,False,5.0,4.0,True,2,1410,hint
ped,7,train-4,3,False,5.0,5.0,True,2,1678,hint
ped,7,train-5,0,False,4.0,5.0,True,2,927,hint
ped,7,train-5,1,False,5.0,5.0,True,2,1161,hint
ped,7,train-5,2,False,5.0,4.0,True,2,1462,hint
ped,7,train-5,3,False,5.0,5.0,True,2,1804,hint
ped,7,train-6,0,False,5.0,5.0,True,2,840,hint
ped,7,train-6,1,False,5.0,5.0,True,2,1181,hint
ped,7,train-6,2,False,5.0,2.0,True,2,1377,hint
ped,7,train-6,3,True,5.0,3.0,False,2,1595,hint
ped,8,train-1,0,False,5.0,5.0,True,2,809,hint
ped,8,train-1,1,False,5.0,5.0,True,2,1183,hint
ped,8,train-1,2,False,5.0,4.0,True,2,1436,hint
ped,8,train-1,3,False,5.0,4.0,True,2,1665,hint
ped,8,train-2,0,False,5.0,5.0,True,2,737,decompose
ped,8,train-2,1,False,5.0,5.0,True,2,1014,hint
ped,8,train-2,2,False,5.0,4.666666666666667,True,2,1286,hint
ped,8,train-2,3,False,5.0,5.0,True,2,1503,hint
ped,8,train-3,0,False,5.0,5.0,True,2,777,decompose
ped,8,train-3,1,False,5.0,5.0,True,2,995,decompose
ped,8,train-3,2,False,5.0,5.0,True,2,1237,hint
ped,8,train-3,3,False,5.0,4.0,True,2,1529,hint
ped,8,train-4,0,False,4.666666666666667,5.0,True,2,777,decompose
ped,8,train-4,1,False,5.0,5.0,False,2,1065,hint
ped,8,train-4,2,False,5.0,5.0,True,2,1261,hint
ped,8,train-4,3,False,5.0,5.0,True,2,1490,hint
ped,8,train-5,0,False,4.0,5.0,False,2,711,decompose
ped,8,train-5,1,False,5.0,5.0,True,2,870,decompose
ped,8,train-5,2,False,5.0,5.0,True,2,1132,hint
ped,8,train-5,3,False,5.0,5.0,True,2,1344,hint
ped,8,train-6,0,False,5.0,5.0,True,2,808,hint
ped,8,train-6,1,False,5.0,5.0,True,2,1072,hint
ped,8,train-6,2,False,5.0,3.0,False,2,1328,hint
ped,9,train-1,0,False,4.0,4.0,False,2,721,decompose
ped,9,train-1,1,False,5.0,5.0,False,2,908,decompose
ped,9,train-1,2,False,5.0,5.0,True,2,992,decompose
ped,9,train-1,3,False,5.0,5.0,False,2,1212,hint
ped,9,train-2,0,False,5.0,5.0,True,2,755,decompose
ped,9,train-2,1,False,5.0,5.0,True,2,1049,hint
ped,9,train-2,2,False,5.0,4.333333333333333,True,2,1295,hint
ped,9,train-2,3,False,5.0,4.0,True,2,1475,hint
ped,9,train-3,0,False,5.0,5.0,True,2,690,decompose
ped,9,train-3,1,False,5.0,5.0,True,2,908,hint
ped,9,train-3,2,False,5.0,5.0,True,2,1174,hint
ped,9,train-3,3,False,5.0,4.0,True,2,1339,hint
ped,9,train-4,0,False,5.0,5.0,False,2,686,decompose
ped,9,train-4,1,False,5.0,5.0,True,2,800,decompose
ped,9,train-4,2,False,5.0,5.0,False,2,1057,hint
ped,9,train-4,3,False,5.0,5.0,True,2,1393,hint
ped,9,train-5,0,False,4.0,5.0,False,2,686,decompose
ped,9,train-5,1,False,5.0,5.0,True,2,819,decompose
ped,9,train-5,2,False,5.0,5.0,True,2,1004,hint
ped,9,train-5,3,False,5.0,4.0,True,2,1220,hint
ped,9,train-6,0,False,5.0,5.0,True,2,671,decompose
ped,9,train-6,1,False,5.0,5.0,True,2,894,hint
ped,9,train-6,2,False,5.0,5.0,True,2,1150,hint
ped,9,train-6,3,True,5.0,3.0,False,2,1344,hint
